OTUID	DM3_Autumn	DM3_Spring	DM3_Summer	DM3_Winter	DM5_Autumn	DM5_Spring	DM5_Summer	DM5_Winter	EM2_Autumn	EM2_Spring	EM2_Summer	EM2_Winter	MM14_Autumn	MM14_Spring	MM14_Summer	MM14_Winter	MM16_Autumn	MM16_Spring	MM16_Summer	MM16_Winter	MM17_Autumn	MM17_Spring	MM17_Summer	MM17_Winter	MM2_Autumn	MM2_Spring	MM2_Summer	MM2_Winter	MM4_Autumn	MM4_Spring	MM4_Summer	MM4_Winter	NM1_Autumn	NM1_Spring	NM1_Summer	NM1_Winter	NM3_Autumn	NM3_Spring	NM3_Summer	NM3_Winter	PM3_Autumn	PM3_Spring	PM3_Summer	PM3_Winter	PM7_Autumn	PM7_Spring	PM7_Summer	PM7_Winter	SM17_Autumn	SM17_Spring	SM17_Summer	SM17_Winter	SM19_Autumn	SM19_Spring	SM19_Summer	SM19_Winter	SM3_Autumn	SM3_Spring	SM3_Summer	SM3_Winter	SM6_Autumn	SM6_Spring	SM6_Summer	SM6_Winter	TM3_Autumn	TM3_Spring	TM3_Summer	TM3_Winter	TM4_Autumn	TM4_Spring	TM4_Summer	TM4_Winter	TM6_Autumn	TM6_Spring	TM6_Summer	TM6_Winter	TM8_Autumn	TM8_Spring	TM8_Summer	TM8_Winter	VM1_Autumn	VM1_Spring	VM1_Summer	VM1_Winter	VM4_Autumn	VM4_Spring	VM4_Summer	VM4_Winter	VM7_Autumn	VM7_Spring	VM7_Summer	VM7_Winter	WM2_Autumn	WM2_Spring	WM2_Summer	WM2_Winter	WM3_Autumn	WM3_Spring	WM3_Summer	WM3_Winter
ASV_1052	0 	0 	0 	2 	0 	0 	0 	6 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	2 	3 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4 	0 	0 	0 	5 	0 	0 	0 	65 	0 	0 	0 	6 	0 	0 	0 	3 
ASV_1055	0 	0 	0 	1 	0 	0 	0 	0 	1 	2 	3 	1 	0 	1 	1 	1 	1 	1 	2 	0 	0 	0 	1 	1 	1 	2 	4 	0 	0 	0 	2 	0 	3 	0 	2 	0 	4 	0 	0 	0 	1 	4 	1 	0 	3 	1 	4 	0 	2 	0 	0 	0 	4 	2 	0 	0 	4 	1 	1 	0 	3 	9 	0 	1 	3 	0 	1 	0 	8 	0 	2 	1 	3 	1 	0 	1 	5 	0 	8 	1 	1 	3 	1 	0 	1 	2 	0 	0 	0 	1 	0 	0 	1 	2 	1 	1 	1 	7 	2 	0 
ASV_1056	0 	1 	0 	3 	0 	0 	0 	2 	0 	1 	1 	2 	0 	0 	0 	1 	0 	0 	0 	2 	0 	0 	0 	2 	0 	2 	0 	1 	0 	0 	0 	2 	1 	0 	0 	1 	0 	0 	0 	2 	0 	1 	0 	11 	0 	0 	0 	9 	0 	0 	0 	19 	1 	5 	0 	0 	2 	6 	0 	4 	1 	6 	0 	2 	0 	0 	0 	0 	0 	1 	0 	2 	0 	0 	0 	1 	1 	0 	0 	1 	3 	4 	1 	5 	1 	4 	0 	2 	4 	1 	0 	6 	0 	1 	1 	4 	0 	4 	0 	2 
ASV_1057	2 	0 	0 	1 	3 	0 	0 	1 	2 	2 	2 	2 	1 	1 	1 	0 	13 	0 	0 	0 	5 	0 	0 	1 	2 	1 	0 	1 	9 	0 	1 	0 	2 	2 	0 	4 	2 	0 	0 	4 	9 	0 	0 	0 	1 	0 	1 	0 	2 	0 	1 	0 	1 	0 	1 	0 	3 	2 	0 	5 	1 	1 	0 	0 	5 	0 	0 	0 	1 	0 	0 	1 	5 	0 	0 	0 	3 	0 	0 	0 	4 	4 	0 	0 	3 	2 	0 	0 	3 	3 	0 	1 	3 	1 	1 	4 	1 	4 	0 	1 
ASV_106	64 	50 	57 	11 	26 	12 	8 	1 	59 	143 	57 	0 	5 	3 	49 	1 	5 	4 	34 	0 	1 	6 	10 	0 	13 	5 	7 	1 	22 	4 	41 	0 	18 	56 	57 	1 	18 	98 	48 	2 	17 	2 	3 	0 	7 	1 	1 	0 	13 	186 	24 	1 	7 	2 	30 	0 	68 	10 	95 	1 	3 	12 	17 	1 	23 	0 	6 	0 	0 	2 	12 	0 	95 	0 	7 	0 	18 	0 	6 	1 	289 	9 	23 	0 	218 	14 	48 	0 	252 	25 	58 	2 	28 	20 	315 	0 	137 	27 	47 	0 
ASV_1060	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 	7 	0 	0 	0 	1 	0 	0 	0 	0 	1 	1 	0 	0 	0 	0 	0 	2 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	2 	1 	0 	1 	0 	1 	0 	0 	1 	0 	0 	11 	19 	2 	0 	13 	1 	1 	0 	1 	3 	0 	0 	26 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	1 	0 	0 	1 	0 	0 	1 	0 	1 	0 	0 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 
ASV_1061	1 	0 	1 	0 	2 	0 	0 	0 	1 	0 	0 	0 	2 	0 	1 	0 	2 	0 	0 	0 	24 	3 	4 	0 	1 	1 	1 	0 	3 	5 	1 	1 	2 	0 	0 	0 	0 	0 	0 	1 	4 	0 	1 	0 	4 	0 	3 	0 	2 	0 	1 	0 	1 	1 	0 	0 	0 	0 	1 	0 	1 	0 	0 	0 	0 	1 	0 	0 	4 	1 	1 	0 	5 	5 	1 	0 	22 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	1 	0 	1 	0 
ASV_1063	0 	1 	0 	0 	0 	3 	1 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 	0 	0 	0 	0 	0 	43 	0 	0 	0 	0 	0 	0 	0 	10 	0 	1 	0 	0 	0 	1 	0 	1 	0 	6 	0 	0 	0 	10 	0 	0 	1 	4 	0 	0 	3 	5 	0 	0 	3 	14 	0 
ASV_1064	0 	0 	0 	2 	0 	0 	0 	3 	0 	0 	0 	0 	0 	2 	0 	6 	2 	2 	0 	12 	0 	1 	0 	2 	0 	0 	0 	1 	0 	0 	0 	10 	0 	0 	0 	2 	0 	0 	0 	1 	0 	7 	0 	25 	0 	0 	0 	11 	0 	0 	0 	14 	0 	0 	0 	1 	0 	0 	0 	2 	1 	0 	0 	20 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	1 	0 	1 	0 	2 	0 	1 	0 	2 	0 	0 	0 	1 	0 	0 	0 	0 	1 	0 	0 	1 
ASV_1065	0 	1 	0 	3 	0 	0 	0 	2 	0 	1 	1 	3 	0 	3 	0 	2 	0 	0 	0 	3 	0 	1 	0 	1 	0 	1 	0 	1 	0 	1 	0 	0 	0 	4 	0 	1 	0 	0 	0 	2 	0 	0 	0 	2 	0 	0 	0 	4 	0 	0 	0 	8 	0 	3 	0 	3 	0 	4 	0 	6 	0 	5 	0 	8 	0 	0 	0 	1 	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	6 	0 	7 	0 	1 	0 	2 	0 	1 	0 	2 	0 	2 	0 	1 	0 	2 	0 	1 
ASV_1066	0 	0 	3 	0 	0 	0 	1 	1 	0 	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 	0 	1 	1 	0 	0 	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	0 	1 	0 	2 	0 	0 	0 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	47 	4 	1 	5 	5 	8 	0 	3 	7 	7 	0 	0 	4 	5 	0 	0 	1 	0 	0 	0 	1 	1 	0 	0 	2 	1 	0 	0 	0 	1 	0 	0 	1 	0 
ASV_1069	17 	42 	13 	2 	1 	2 	9 	0 	0 	0 	0 	1 	3 	0 	1 	0 	0 	0 	1 	0 	1 	1 	1 	0 	0 	0 	0 	0 	0 	1 	2 	0 	2 	1 	0 	0 	0 	0 	5 	0 	1 	1 	0 	0 	1 	0 	0 	0 	1 	0 	4 	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	2 	1 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	5 	0 
ASV_107	34 	2430 	282 	27 	3 	171 	12 	2 	3 	7 	12 	1 	1 	11 	8 	5 	1 	5 	4 	0 	1 	9 	5 	1 	4 	8 	8 	1 	1 	6 	12 	0 	3 	21 	24 	1 	2 	34 	17 	1 	0 	0 	1 	0 	1 	1 	0 	0 	3 	10 	7 	0 	0 	13 	9 	0 	4 	8 	8 	0 	1 	12 	9 	2 	2 	1 	3 	0 	0 	3 	1 	0 	0 	2 	4 	0 	0 	0 	3 	0 	6 	21 	42 	3 	1 	8 	26 	0 	0 	3 	6 	0 	1 	9 	42 	1 	3 	7 	32 	0 
ASV_1070	1 	2 	6 	0 	0 	22 	22 	0 	0 	0 	1 	0 	2 	0 	1 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	2 	0 	0 	5 	7 	0 	0 	5 	9 	0 	1 	0 	1 	0 	1 	0 	0 	0 	1 	2 	10 	0 	0 	0 	5 	0 	0 	0 	2 	0 	0 	0 	12 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	3 	0 	0 	0 	2 	0 	0 	0 	4 	0 	0 	0 	5 	0 	0 	0 	8 	0 
ASV_1073	0 	1 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	87 	0 	0 	0 	0 	0 	0 	20 	0 	0 	0 	0 	0 	0 	0 	5 	0 	0 	0 
ASV_1074	0 	2 	0 	0 	0 	1 	0 	0 	0 	6 	0 	7 	3 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	2 	0 	1 	0 	0 	0 	1 	0 	0 	0 	16 	0 	14 	0 	3 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 	0 	2 	0 	1 	1 	3 	0 	0 	0 	1 	1 	0 	0 	2 	0 	10 	0 	0 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	2 	0 	2 	0 	4 	0 	1 	0 	1 	0 	0 	0 	1 	0 	1 
ASV_1076	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	1 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	39 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	39 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ASV_1077	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	8 	0 	1 	0 	5 	0 	1 	0 	5 	0 	2 	0 	5 	0 	1 	0 	5 	0 	0 	0 	3 	0 	0 	0 	2 	0 	0 	0 	1 	0 	0 	0 	1 	0 	3 	0 	2 	0 	1 	0 	1 	0 	1 	0 	1 	0 	2 	0 	1 	0 	1 	0 	5 	0 	1 	0 	15 	0 	4 	0 	9 	0 	4 	0 	13 	0 	0 	0 	1 	0 	1 	0 	2 	0 	0 	0 	1 	0 	0 	0 	1 	0 	1 	0 	0 	0 
ASV_1078	1 	0 	2 	0 	1 	1 	3 	0 	2 	1 	3 	1 	0 	0 	1 	1 	2 	13 	10 	1 	1 	2 	8 	0 	1 	5 	1 	2 	5 	2 	8 	1 	1 	1 	0 	0 	0 	0 	2 	0 	17 	0 	1 	2 	11 	1 	0 	1 	0 	0 	0 	0 	1 	1 	0 	0 	0 	1 	0 	0 	1 	1 	1 	0 	1 	1 	0 	0 	1 	1 	0 	0 	9 	0 	0 	0 	5 	0 	2 	0 	0 	0 	0 	0 	0 	0 	1 	1 	1 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 
ASV_1079	1 	0 	1 	0 	1 	0 	1 	0 	2 	0 	0 	0 	1 	0 	0 	7 	1 	0 	85 	0 	7 	0 	0 	0 	1 	0 	0 	0 	18 	1 	0 	1 	0 	0 	0 	0 	1 	0 	1 	0 	2 	0 	0 	0 	0 	0 	1 	0 	0 	0 	2 	0 	3 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	1 	0 	0 	0 	0 	0 	2 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 
ASV_108	0 	44 	0 	0 	0 	44 	0 	26 	0 	69 	0 	33 	0 	56 	0 	8 	1 	19 	1 	7 	0 	46 	0 	11 	0 	52 	1 	8 	1 	64 	0 	17 	0 	32 	0 	12 	0 	38 	0 	9 	0 	13 	1 	10 	0 	846 	1 	3 	1 	71 	0 	5 	0 	25 	0 	7 	0 	51 	0 	4 	0 	63 	0 	12 	4 	129 	0 	327 	2 	206 	2 	45 	16 	127 	0 	30 	0 	155 	0 	17 	0 	2 	0 	3 	0 	1 	0 	53 	1 	2 	0 	46 	1 	3 	0 	20 	0 	1 	0 	34 
ASV_1080	2 	0 	0 	0 	3 	0 	1 	1 	3 	0 	3 	0 	2 	0 	8 	0 	1 	0 	3 	0 	2 	0 	3 	0 	1 	0 	2 	0 	2 	0 	3 	0 	3 	0 	4 	0 	2 	0 	0 	1 	1 	0 	2 	0 	2 	0 	2 	0 	5 	0 	9 	0 	2 	0 	0 	1 	3 	0 	4 	2 	1 	0 	3 	0 	0 	0 	2 	0 	0 	0 	2 	0 	1 	0 	2 	0 	0 	0 	3 	0 	2 	0 	2 	0 	4 	0 	2 	0 	2 	0 	4 	1 	0 	0 	1 	0 	0 	0 	2 	1 
ASV_1081	2 	1 	1 	3 	1 	1 	0 	0 	3 	0 	6 	0 	0 	2 	1 	1 	1 	0 	0 	0 	1 	0 	1 	0 	0 	4 	2 	0 	0 	3 	2 	0 	3 	0 	0 	0 	1 	0 	0 	0 	4 	0 	0 	0 	1 	0 	0 	0 	5 	1 	1 	0 	3 	1 	0 	0 	0 	2 	1 	0 	0 	1 	0 	0 	22 	3 	3 	0 	6 	3 	5 	0 	12 	1 	0 	0 	1 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	1 	0 	0 	5 	0 	0 
ASV_1082	0 	0 	0 	0 	0 	0 	2 	0 	1 	1 	3 	0 	2 	0 	1 	2 	0 	0 	0 	1 	0 	0 	2 	8 	0 	1 	3 	1 	0 	0 	5 	0 	0 	0 	0 	2 	0 	0 	0 	1 	1 	0 	1 	20 	2 	0 	1 	2 	1 	0 	2 	1 	0 	0 	1 	1 	4 	0 	1 	1 	0 	0 	0 	1 	0 	0 	0 	2 	0 	0 	0 	2 	0 	0 	0 	1 	0 	0 	6 	10 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	1 	1 	0 	0 	2 	1 	0 	0 	1 	2 
ASV_1083	0 	0 	0 	1 	0 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	5 	2 	0 	0 	5 	0 	0 	0 	12 	0 	0 	0 	2 	0 	0 	1 	9 	0 	0 	0 	2 	0 	0 	0 	2 	0 	0 	0 	11 	0 	0 	0 	9 	0 	0 	0 	24 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	12 	1 	0 	3 	1 	0 	0 	4 	8 	0 	0 	2 	2 	0 	0 	1 	0 	1 	0 	0 	3 	0 	0 	0 	3 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 
ASV_1084	1 	0 	0 	1 	1 	0 	0 	3 	1 	0 	0 	1 	0 	0 	0 	1 	0 	1 	1 	10 	3 	0 	4 	5 	0 	1 	0 	1 	1 	0 	0 	2 	0 	0 	0 	0 	1 	0 	0 	1 	3 	0 	1 	3 	2 	0 	2 	1 	1 	1 	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	1 	1 	0 	0 	1 	1 	3 	1 	0 	1 	4 	5 	1 	0 	9 	2 	0 	1 	28 	0 	0 	1 	0 	0 	0 	1 	1 	0 	0 	0 	2 	0 	0 	0 	1 	1 	0 	0 	1 
ASV_1085	1 	0 	1 	0 	1 	1 	3 	0 	1 	0 	4 	1 	0 	2 	2 	1 	0 	5 	1 	2 	1 	1 	3 	6 	0 	0 	1 	1 	1 	0 	1 	2 	2 	0 	0 	1 	2 	0 	0 	1 	8 	0 	0 	4 	2 	0 	0 	1 	1 	0 	1 	1 	4 	0 	0 	3 	1 	3 	0 	3 	4 	1 	1 	3 	0 	0 	0 	0 	1 	0 	1 	0 	2 	1 	1 	0 	7 	0 	1 	1 	1 	0 	1 	3 	0 	1 	0 	1 	1 	1 	1 	0 	2 	3 	0 	2 	3 	1 	0 	1 
ASV_1086	1 	0 	0 	0 	2 	0 	1 	0 	0 	1 	1 	0 	0 	0 	9 	1 	0 	1 	2 	0 	4 	0 	0 	0 	1 	0 	1 	0 	1 	0 	0 	0 	7 	0 	0 	0 	10 	0 	0 	0 	1 	0 	0 	0 	1 	0 	3 	0 	12 	0 	2 	0 	6 	0 	0 	2 	2 	0 	0 	1 	4 	0 	3 	2 	3 	0 	2 	0 	0 	0 	0 	0 	1 	0 	1 	0 	3 	0 	1 	0 	0 	0 	0 	1 	1 	0 	1 	2 	0 	0 	0 	2 	0 	0 	1 	1 	2 	0 	1 	5 
ASV_1087	2 	3 	5 	1 	2 	1 	4 	5 	2 	2 	15 	3 	0 	1 	4 	8 	2 	3 	1 	1 	6 	7 	17 	3 	25 	4 	8 	23 	17 	6 	10 	2 	2 	2 	2 	2 	0 	1 	0 	3 	12 	4 	5 	5 	14 	2 	4 	2 	2 	4 	1 	5 	3 	3 	2 	9 	2 	5 	2 	2 	1 	2 	1 	3 	4 	7 	5 	5 	7 	21 	4 	16 	10 	18 	1 	2 	7 	4 	3 	2 	2 	8 	4 	6 	2 	21 	2 	5 	2 	29 	1 	8 	4 	7 	3 	8 	1 	16 	1 	11 
ASV_1088	16 	6 	0 	59 	1 	0 	0 	2 	1 	0 	0 	2 	0 	0 	0 	3 	0 	1 	0 	0 	0 	0 	0 	2 	1 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	1 	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	8 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	2 	0 	0 	1 	0 	0 	0 	0 	1 	0 	0 	1 	1 	0 	0 	0 	0 	1 	0 	3 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 
ASV_1089	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 	0 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	16 	0 	1 	0 	87 	0 	2 	0 	1 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	2 	0 	0 	0 	2 	0 	2 	0 
ASV_109	8 	0 	0 	0 	9 	0 	0 	0 	9 	1 	2 	0 	14 	0 	2 	0 	5 	0 	1 	0 	439 	5 	1 	0 	10 	1 	3 	0 	1909 	1 	0 	0 	8 	0 	36 	0 	8 	0 	0 	1 	12 	2 	2 	0 	5 	0 	9 	0 	11 	0 	1 	0 	6 	0 	0 	0 	7 	0 	1 	0 	4 	0 	0 	0 	18 	5 	1 	0 	0 	5 	5 	0 	2 	1 	0 	0 	256 	0 	1 	0 	1 	0 	2 	0 	1 	0 	2 	1 	1 	0 	8 	0 	1 	0 	13 	0 	16 	0 	21 	0 
ASV_1090	0 	2 	0 	1 	0 	1 	0 	3 	0 	2 	3 	1 	0 	2 	0 	3 	0 	4 	0 	1 	0 	1 	0 	3 	0 	2 	0 	1 	2 	7 	0 	1 	0 	1 	0 	1 	0 	0 	0 	1 	0 	1 	0 	2 	0 	0 	0 	2 	0 	2 	0 	1 	5 	2 	0 	2 	0 	4 	0 	8 	7 	4 	0 	3 	0 	0 	0 	0 	0 	0 	0 	2 	1 	0 	0 	0 	1 	1 	0 	1 	0 	1 	0 	4 	0 	3 	0 	2 	0 	2 	0 	1 	0 	1 	0 	3 	0 	2 	0 	4 
ASV_1091	0 	1 	1 	0 	0 	0 	0 	0 	0 	2 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	2 	0 	0 	1 	1 	0 	0 	1 	3 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	2 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	12 	4 	0 	0 	33 	3 	0 	0 	11 	0 	0 	0 	7 	4 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	1 
ASV_1092	0 	0 	0 	0 	3 	0 	0 	0 	2 	0 	0 	0 	1 	0 	0 	0 	2 	0 	0 	0 	9 	0 	1 	0 	4 	0 	2 	0 	5 	0 	1 	0 	1 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	4 	0 	1 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	42 	0 	1 	0 	4 	0 	1 	0 	26 	0 	1 	0 	18 	0 	0 	0 	1 	0 	0 	0 	1 	0 	1 	0 	1 	0 	0 	0 	1 	0 	1 	0 	1 	0 	0 	0 
ASV_1093	0 	4 	1 	13 	1 	1 	0 	1 	2 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	1 	0 	1 	0 	0 	0 	2 	1 	0 	0 	2 	1 	0 	0 	0 	0 	0 	0 	2 	1 	0 	0 	1 	2 	1 	0 	2 	1 	7 	0 	0 	0 	2 	0 	6 	0 	1 	0 	1 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 	1 	1 	0 	5 	1 	2 	0 	3 	2 	4 	0 	10 	0 	0 	0 	6 	0 	3 	0 	13 
ASV_1094	1 	0 	0 	0 	3 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	3 	0 	0 	0 	55 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	11 	0 	0 	0 	13 	0 	0 	0 	14 	0 	0 	0 	5 	0 	0 	0 	2 	0 	0 	0 
ASV_1095	0 	3 	0 	0 	0 	0 	0 	9 	0 	2 	0 	1 	1 	1 	0 	0 	1 	1 	0 	2 	0 	2 	0 	1 	0 	1 	0 	0 	0 	3 	0 	0 	0 	1 	0 	0 	0 	2 	0 	1 	0 	2 	0 	1 	0 	3 	0 	0 	0 	5 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	2 	0 	0 	0 	30 	0 	1 	1 	2 	0 	0 	0 	7 	0 	0 	0 	5 	0 	1 	0 	0 	0 	0 	0 	0 	0 	9 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ASV_1096	0 	0 	0 	0 	0 	0 	0 	0 	2 	1 	2 	1 	1 	0 	0 	0 	0 	0 	0 	0 	4 	0 	0 	0 	2 	2 	1 	1 	3 	1 	1 	0 	1 	0 	0 	1 	0 	0 	0 	2 	5 	0 	2 	0 	5 	0 	1 	0 	1 	0 	0 	1 	0 	0 	0 	0 	1 	2 	0 	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	1 	0 	1 	0 	0 	0 	8 	0 	0 	1 	0 	3 	1 	0 	0 	8 	1 	3 	0 	7 	0 	16 	2 	4 	1 	15 	1 	7 	1 	23 
ASV_1097	1 	0 	2 	0 	1 	0 	1 	0 	0 	3 	2 	1 	1 	4 	7 	0 	0 	0 	2 	4 	2 	2 	22 	2 	1 	0 	0 	5 	0 	0 	1 	1 	0 	0 	0 	0 	1 	0 	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	1 	5 	0 	1 	1 	0 	0 	2 	0 	11 	0 	1 	0 	0 	0 	1 	0 	2 	0 	0 	0 	2 	0 	0 	0 	4 	0 	1 	0 	1 	3 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	1 	0 	0 	1 	0 
ASV_1099	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	6 	0 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	4 	0 	0 	0 	3 	0 	0 	0 	3 	0 	0 	0 	4 	0 	0 	0 	3 	0 	0 	0 	5 	0 	0 	0 	10 	0 	0 	0 	16 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	2 	0 	1 	0 	16 	0 	0 	0 	3 	0 	0 	0 	6 	0 	0 	0 	6 	0 	0 	0 	4 	0 
ASV_11	31 	0 	54 	20 	1033 	0 	27 	464 	1332 	116 	287 	8 	213 	9 	47 	23 	41 	0 	782 	215 	1931 	0 	159 	18 	130 	1 	1078 	69 	1170 	1 	679 	225 	2994 	0 	175 	170 	3081 	2 	248 	577 	40 	0 	54 	58 	32 	0 	536 	21 	200 	0 	217 	14 	1462 	1 	1752 	4 	645 	1 	948 	11 	2140 	0 	67 	533 	102 	0 	32 	2 	79 	2 	60 	3 	30 	0 	295 	12 	80 	0 	245 	5 	126 	0 	40 	4 	1142 	0 	65 	1 	1588 	1 	58 	9 	2537 	0 	151 	1725 	3908 	0 	616 	15 
